Experiment	Model	tacred:train	unifiedQA:train_indirect_neg_2000	unifiedQA:train_indirect_pos_2000	unifiedQA:train_scr82_all_2916	tacred_empty:train	unifiedQA:train_direct_2000	tacred_combined:train	Epoch	tacred_combined:val	unifiedQA:test	tacred:val	tacred_empty:val	tacred_empty:test	tacred_combined:test	tacred:test	anchor:dummy
1	large	-	-	-	yes	-	-	-	14	-1	0.21138211382113822	0.192	-1	-1	-1	0.13333333333333333	0.0
1	large	-	-	-	yes	-	-	-	15	-1	0.07017543859649122	0.06976744186046512	-1	-1	-1	0.05755395683453238	0.0
1	large	-	-	-	yes	-	-	-	16	-1	0.03571428571428572	0.02469135802469136	-1	-1	-1	0.0	0.0
1	large	-	-	-	yes	-	-	-	17	-1	0.28169014084507044	0.30097087378640774	-1	-1	-1	0.20253164556962025	0.0
1	large	-	-	-	yes	-	-	-	18	-1	0.1875	0.21164021164021163	-1	-1	-1	0.15277777777777776	0.0
1	large	-	-	-	yes	-	-	-	19	-1	0.265625	0.3162790697674418	-1	-1	-1	0.20987654320987653	0.0
2	large	yes	-	-	-	-	-	-	-1	-1	0.9056603773584905	0.7939849624060151	-1	-1	-1	0.8283582089552238	0.5
2	large	yes	-	-	-	-	-	-	0	-1	0.9181818181818182	0.9272151898734177	-1	-1	-1	0.953125	0.32
2	large	yes	-	-	-	-	-	-	1	-1	0.9251101321585904	0.9493087557603687	-1	-1	-1	0.9737827715355806	0.3076923076923077
2	large	yes	-	-	-	-	-	-	2	-1	0.8359375000000001	0.9509202453987731	-1	-1	-1	0.974169741697417	0.24615384615384614
2	large	yes	-	-	-	-	-	-	3	-1	0.9004329004329004	0.9642301710730948	-1	-1	-1	0.974169741697417	0.2666666666666667
2	large	yes	-	-	-	-	-	-	4	-1	0.8326848249027238	0.9457364341085271	-1	-1	-1	0.9699248120300752	0.25806451612903225
2	large	yes	-	-	-	-	-	-	5	-1	0.7985347985347986	0.9424242424242424	-1	-1	-1	0.9600000000000001	0.22535211267605632
2	large	yes	-	-	-	-	-	-	6	-1	0.9075630252100839	0.9546165884194053	-1	-1	-1	0.9735849056603774	0.2909090909090909
2	large	yes	-	-	-	-	-	-	7	-1	0.8860759493670887	0.9485530546623795	-1	-1	-1	0.9609375	0.5
2	large	yes	-	-	-	-	-	-	8	-1	0.8825910931174089	0.9445324881141045	-1	-1	-1	0.9731800766283525	0.3636363636363636
2	large	yes	-	-	-	-	-	-	9	-1	0.8879668049792532	0.9424920127795526	-1	-1	-1	0.9729729729729729	0.4210526315789474
2	large	yes	-	-	-	-	-	-	10	-1	0.7676056338028169	0.9638932496075353	-1	-1	-1	0.9696969696969697	0.23529411764705882
2	large	yes	-	-	-	-	-	-	11	-1	0.7560137457044673	0.9715189873417721	-1	-1	-1	0.9694656488549619	0.2666666666666667
2	large	yes	-	-	-	-	-	-	12	-1	0.889795918367347	0.9651898734177214	-1	-1	-1	0.9769230769230769	0.4
2	large	yes	-	-	-	-	-	-	13	-1	0.7142857142857143	0.9571865443425075	-1	-1	-1	0.974169741697417	0.23880597014925373
2	large	yes	-	-	-	-	-	-	14	-1	0.7586206896551725	0.9643410852713178	-1	-1	-1	0.9850746268656716	0.2857142857142857
2	large	yes	-	-	-	-	-	-	15	-1	0.7407407407407407	0.9629629629629629	-1	-1	-1	0.9887640449438202	0.24615384615384614
2	large	yes	-	-	-	-	-	-	16	-1	0.7260726072607261	0.9555895865237366	-1	-1	-1	0.9814126394052044	0.23880597014925373
2	large	yes	-	-	-	-	-	-	17	-1	0.83206106870229	0.9576138147566718	-1	-1	-1	0.9886792452830188	0.2857142857142857
2	large	yes	-	-	-	-	-	-	18	-1	0.7719298245614035	0.9596273291925466	-1	-1	-1	0.9887640449438202	0.25396825396825395
2	large	yes	-	-	-	-	-	-	19	-1	0.7333333333333334	0.9541284403669724	-1	-1	-1	0.9850746268656716	0.23529411764705882
3	large	yes	-	-	yes	-	-	-	-1	-1	0.9056603773584905	0.8198757763975155	-1	-1	-1	0.8043478260869564	0.5
3	large	yes	-	-	yes	-	-	-	0	-1	0.7958115183246073	0.9528158295281582	-1	-1	-1	0.9555555555555557	0.326530612244898
3	large	yes	-	-	yes	-	-	-	1	-1	0.29007633587786263	0.9514866979655713	-1	-1	-1	0.9520295202952029	0.75
3	large	yes	-	-	yes	-	-	-	2	-1	0.42758620689655175	0.937125748502994	-1	-1	-1	0.9290780141843972	0.45714285714285713
3	large	yes	-	-	yes	-	-	-	3	-1	0.46357615894039733	0.93993993993994	-1	-1	-1	0.9247311827956989	0.4324324324324324
3	large	yes	-	-	yes	-	-	-	4	-1	0.4335664335664336	0.9580645161290322	-1	-1	-1	0.8916666666666666	0.8
3	large	yes	-	-	yes	-	-	-	5	-1	0.3829787234042553	0.9454545454545454	-1	-1	-1	0.9053497942386831	0.6666666666666666
3	large	yes	-	-	yes	-	-	-	6	-1	0.06956521739130435	0.8342440801457195	-1	-1	-1	0.6031746031746031	0.6666666666666666
3	large	yes	-	-	yes	-	-	-	7	-1	0.4444444444444444	0.9681528662420381	-1	-1	-1	0.9389312977099236	0.3404255319148936
3	large	yes	-	-	yes	-	-	-	8	-1	0.06557377049180327	0.8124999999999999	-1	-1	-1	0.67	0.761904761904762
3	large	yes	-	-	yes	-	-	-	9	-1	0.11864406779661017	0.9025641025641026	-1	-1	-1	0.7798165137614679	0.888888888888889
3	large	yes	-	-	yes	-	-	-	10	-1	0.29411764705882354	0.9335443037974683	-1	-1	-1	0.8809523809523809	0.44444444444444436
3	large	yes	-	-	yes	-	-	-	11	-1	0.05217391304347826	0.6596638655462185	-1	-1	-1	0.45086705202312144	0.0
3	large	yes	-	-	yes	-	-	-	12	-1	0.07874015748031496	0.6639175257731958	-1	-1	-1	0.546448087431694	0.0
3	large	yes	-	-	yes	-	-	-	13	-1	0.3576158940397351	0.8494983277591973	-1	-1	-1	0.7545454545454545	0.37037037037037035
3	large	yes	-	-	yes	-	-	-	14	-1	0.5664739884393064	0.8762541806020067	-1	-1	-1	0.8189655172413793	0.4
3	large	yes	-	-	yes	-	-	-	15	-1	0.19999999999999996	0.8482758620689655	-1	-1	-1	0.8790322580645162	0.3333333333333333
3	large	yes	-	-	yes	-	-	-	16	-1	0.12598425196850394	0.6170212765957447	-1	-1	-1	0.5384615384615384	0.4
3	large	yes	-	-	yes	-	-	-	17	-1	0.3132530120481928	0.7829181494661922	-1	-1	-1	0.7075471698113207	0.5
3	large	yes	-	-	yes	-	-	-	18	-1	0.18439716312056736	0.6265560165975104	-1	-1	-1	0.5054945054945055	0.0
3	large	yes	-	-	yes	-	-	-	19	-1	0.16666666666666669	0.6733067729083666	-1	-1	-1	0.5396825396825397	0.3333333333333333
4	base	-	-	-	yes	-	-	-	-1	-1	0.8760330578512396	0.7661538461538462	-1	-1	-1	0.8602150537634408	0.23188405797101452
4	base	-	-	-	yes	-	-	-	0	-1	0.920353982300885	0.710204081632653	-1	-1	-1	0.712871287128713	0.2909090909090909
4	base	-	-	-	yes	-	-	-	1	-1	0.25396825396825395	0.15041782729805014	-1	-1	-1	0.05755395683453238	0.2222222222222222
4	base	-	-	-	yes	-	-	-	2	-1	0.6341463414634146	0.26700251889168763	-1	-1	-1	0.30000000000000004	0.7692307692307693
4	base	-	-	-	yes	-	-	-	3	-1	0.2096774193548387	0.07932011331444759	-1	-1	-1	0.08450704225352113	0.36363636363636365
4	base	-	-	-	yes	-	-	-	4	-1	0.48051948051948057	0.3375527426160338	-1	-1	-1	0.23595505617977527	0.4
4	base	-	-	-	yes	-	-	-	5	-1	0.5569620253164558	0.33860045146726864	-1	-1	-1	0.16666666666666666	0.6666666666666666
4	base	-	-	-	yes	-	-	-	6	-1	0.3407407407407407	0.12868632707774796	-1	-1	-1	0.06896551724137931	0.5
4	base	-	-	-	yes	-	-	-	7	-1	0.18181818181818182	0.11019283746556473	-1	-1	-1	0.0684931506849315	0.0
4	base	-	-	-	yes	-	-	-	8	-1	0.25396825396825395	0.11634349030470914	-1	-1	-1	0.04316546762589928	0.75
4	base	-	-	-	yes	-	-	-	9	-1	0.38028169014084506	0.18181818181818185	-1	-1	-1	0.12162162162162161	0.2222222222222222
4	base	-	-	-	yes	-	-	-	10	-1	0.24489795918367344	0.15384615384615383	-1	-1	-1	0.05517241379310345	0.36363636363636365
4	base	-	-	-	yes	-	-	-	11	-1	0.14173228346456693	0.1016042780748663	-1	-1	-1	0.05633802816901409	0.0
4	base	-	-	-	yes	-	-	-	12	-1	0.4473684210526316	0.3048016701461378	-1	-1	-1	0.18681318681318682	0.42857142857142855
4	base	-	-	-	yes	-	-	-	13	-1	0.09999999999999999	0.13953488372093023	-1	-1	-1	0.1032258064516129	0.16666666666666666
4	base	-	-	-	yes	-	-	-	14	-1	0.034188034188034185	0.005988023952095809	-1	-1	-1	0.029411764705882356	0.0
4	base	-	-	-	yes	-	-	-	15	-1	0.40277777777777773	0.2458628841607565	-1	-1	-1	0.18072289156626506	0.0
4	base	-	-	-	yes	-	-	-	16	-1	0.6720647773279351	0.6370757180156659	-1	-1	-1	0.4654545454545455	0.5454545454545454
4	base	-	-	-	yes	-	-	-	17	-1	0.1788617886178862	0.23181818181818184	-1	-1	-1	0.24	0.4
4	base	-	-	-	yes	-	-	-	18	-1	0.49438202247191015	0.579330422125182	-1	-1	-1	0.45454545454545453	0.0
4	base	-	-	-	yes	-	-	-	19	-1	0.2442748091603053	0.29748283752860416	-1	-1	-1	0.15950920245398773	0.2222222222222222
5	base	yes	-	-	-	-	-	-	-1	-1	0.8760330578512396	0.763803680981595	-1	-1	-1	0.8450704225352113	0.23188405797101452
5	base	yes	-	-	-	-	-	-	0	-1	0.8898305084745762	0.9179810725552051	-1	-1	-1	0.9548872180451128	0.25806451612903225
5	base	yes	-	-	-	-	-	-	1	-1	0.9098712446351931	0.9409888357256778	-1	-1	-1	0.958490566037736	0.2857142857142857
5	base	yes	-	-	-	-	-	-	2	-1	0.8888888888888888	0.8786127167630058	-1	-1	-1	0.9122807017543859	0.22535211267605632
5	base	yes	-	-	-	-	-	-	3	-1	0.8549019607843137	0.911544227886057	-1	-1	-1	0.9420289855072465	0.22535211267605632
5	base	yes	-	-	-	-	-	-	4	-1	0.9339207048458149	0.9517684887459807	-1	-1	-1	0.9655172413793104	0.2909090909090909
5	base	yes	-	-	-	-	-	-	5	-1	0.9515418502202644	0.9480519480519481	-1	-1	-1	0.9696969696969697	0.2857142857142857
5	base	yes	-	-	-	-	-	-	6	-1	0.9315068493150684	0.9421221864951769	-1	-1	-1	0.9655172413793104	0.34782608695652173
5	base	yes	-	-	-	-	-	-	7	-1	0.918918918918919	0.9417475728155339	-1	-1	-1	0.9615384615384616	0.25806451612903225
5	base	yes	-	-	-	-	-	-	8	-1	0.896265560165975	0.9541864139020537	-1	-1	-1	0.9621212121212122	0.2424242424242424
5	base	yes	-	-	-	-	-	-	9	-1	0.8593750000000001	0.9384615384615385	-1	-1	-1	0.9701492537313432	0.24615384615384614
5	base	yes	-	-	-	-	-	-	10	-1	0.908256880733945	0.9344262295081969	-1	-1	-1	0.96875	0.5714285714285715
5	base	yes	-	-	-	-	-	-	11	-1	0.864	0.9402261712439419	-1	-1	-1	0.9689922480620156	0.34782608695652173
5	base	yes	-	-	-	-	-	-	12	-1	0.9224137931034483	0.9339933993399341	-1	-1	-1	0.9606299212598425	0.45714285714285713
5	base	yes	-	-	-	-	-	-	13	-1	0.8755020080321285	0.9417475728155339	-1	-1	-1	0.9649805447470818	0.3404255319148936
5	base	yes	-	-	-	-	-	-	14	-1	0.9196428571428572	0.9337748344370861	-1	-1	-1	0.9647058823529412	0.47058823529411764
5	base	yes	-	-	-	-	-	-	15	-1	0.8616600790513833	0.9443561208267091	-1	-1	-1	0.9733840304182511	0.3076923076923077
5	base	yes	-	-	-	-	-	-	16	-1	0.8208955223880596	0.9413629160063393	-1	-1	-1	0.9655172413793104	0.3076923076923077
5	base	yes	-	-	-	-	-	-	17	-1	0.8909090909090909	0.9284525790349418	-1	-1	-1	0.96875	0.48484848484848486
5	base	yes	-	-	-	-	-	-	18	-1	0.8661417322834646	0.9341894060995184	-1	-1	-1	0.9657794676806084	0.3076923076923077
5	base	yes	-	-	-	-	-	-	19	-1	0.919431279620853	0.8946459412780657	-1	-1	-1	0.876595744680851	0.38095238095238093
6	base	yes	-	-	yes	-	-	-	-1	-1	0.8760330578512396	0.7793427230046948	-1	-1	-1	0.8602150537634408	0.23188405797101452
6	base	yes	-	-	yes	-	-	-	0	-1	0.9422222222222223	0.9043478260869565	-1	-1	-1	0.9280575539568345	0.22535211267605632
6	base	yes	-	-	yes	-	-	-	1	-1	0.3795620437956204	0.9424920127795526	-1	-1	-1	0.9343629343629343	0.47058823529411764
6	base	yes	-	-	yes	-	-	-	2	-1	0.37681159420289856	0.9391025641025641	-1	-1	-1	0.9333333333333333	0.9411764705882353
6	base	yes	-	-	yes	-	-	-	3	-1	0.4657534246575342	0.8881239242685026	-1	-1	-1	0.8214285714285715	0.9333333333333333
6	base	yes	-	-	yes	-	-	-	4	-1	0.23437499999999997	0.9507154213036566	-1	-1	-1	0.9770992366412214	0.5333333333333333
6	base	yes	-	-	yes	-	-	-	5	-1	0.3235294117647059	0.9409888357256778	-1	-1	-1	0.9402390438247011	0.6666666666666666
6	base	yes	-	-	yes	-	-	-	6	-1	0.4429530201342282	0.9104258443465492	-1	-1	-1	0.937269372693727	0.32
6	base	yes	-	-	yes	-	-	-	7	-1	0.3776223776223776	0.9090909090909091	-1	-1	-1	0.9498069498069498	0.631578947368421
6	base	yes	-	-	yes	-	-	-	8	-1	0.21374045801526714	0.8943089430894309	-1	-1	-1	0.891566265060241	0.5714285714285715
6	base	yes	-	-	yes	-	-	-	9	-1	0.22222222222222224	0.8051470588235293	-1	-1	-1	0.6865671641791045	0.5714285714285715
6	base	yes	-	-	yes	-	-	-	10	-1	0.40522875816993464	0.812720848056537	-1	-1	-1	0.7238095238095238	0.3333333333333333
6	base	yes	-	-	yes	-	-	-	11	-1	0.41250000000000003	0.9250398724082934	-1	-1	-1	0.9236947791164658	0.6
6	base	yes	-	-	yes	-	-	-	12	-1	0.2695035460992908	0.8695652173913043	-1	-1	-1	0.8474576271186441	0.0
6	base	yes	-	-	yes	-	-	-	13	-1	0.23622047244094488	0.6888454011741683	-1	-1	-1	0.7075471698113207	0.0
6	base	yes	-	-	yes	-	-	-	14	-1	0.20800000000000002	0.5482456140350878	-1	-1	-1	0.65	0.0
6	base	yes	-	-	yes	-	-	-	15	-1	0.0	0.35180722891566263	-1	-1	-1	0.40935672514619886	0.0
6	base	yes	-	-	yes	-	-	-	16	-1	0.13008130081300812	0.4672489082969432	-1	-1	-1	0.5656565656565657	0.0
6	base	yes	-	-	yes	-	-	-	17	-1	0.40935672514619886	0.5915966386554622	-1	-1	-1	0.7007874015748032	0.0
6	base	yes	-	-	yes	-	-	-	18	-1	0.13008130081300812	0.42358078602620086	-1	-1	-1	0.46408839779005523	0.0
6	base	yes	-	-	yes	-	-	-	19	-1	0.17460317460317462	0.38636363636363635	-1	-1	-1	0.32748538011695905	0.0
7	base	-	-	-	-	-	-	yes	-1	0.6521145975443383	0.8760330578512396	0.780564263322884	-1	-1	0.7356687898089173	0.8362369337979094	0.23188405797101452
7	base	-	-	-	-	-	-	yes	0	0.8819982773471146	0.782608695652174	0.8842832469775475	-1	-1	0.930417495029821	0.931726907630522	0.5
7	base	-	-	-	-	-	-	yes	1	0.9564528899445764	0.9549549549549549	0.9605055292259084	-1	-1	0.9603024574669187	0.937269372693727	0.2857142857142857
7	base	-	-	-	-	-	-	yes	2	0.9535415079969536	0.9427312775330396	0.9571865443425075	-1	-1	0.9573283858998145	0.9214285714285714	0.25806451612903225
7	base	-	-	-	-	-	-	yes	3	0.9483282674772036	0.9304347826086957	0.9512195121951219	-1	-1	0.959409594095941	0.930909090909091	0.3137254901960785
7	base	-	-	-	-	-	-	yes	4	0.9624521072796935	0.8301886792452831	0.9724770642201834	-1	-1	0.967032967032967	0.9527272727272728	0.25396825396825395
7	base	-	-	-	-	-	-	yes	5	0.9570063694267514	0.8744939271255061	0.9583333333333333	-1	-1	0.9676190476190476	0.9581749049429659	0.38095238095238093
7	base	-	-	-	-	-	-	yes	6	0.9748822605965464	0.8547717842323652	0.9705426356589146	-1	-1	0.9850746268656716	0.967032967032967	0.33333333333333337
7	base	-	-	-	-	-	-	yes	7	0.9778830963665087	0.8582995951417005	0.9670329670329672	-1	-1	0.9795158286778398	0.9705882352941176	0.2807017543859649
7	base	-	-	-	-	-	-	yes	8	0.9778830963665087	0.8617886178861789	0.9685534591194969	-1	-1	0.9795158286778398	0.9705882352941176	0.2807017543859649
7	base	-	-	-	-	-	-	yes	9	0.9778830963665087	0.8617886178861789	0.9670329670329672	-1	-1	0.9795158286778398	0.9705882352941176	0.2807017543859649
7	base	-	-	-	-	-	-	yes	10	0.9778830963665087	0.8617886178861789	0.9669291338582677	-1	-1	0.9795158286778398	0.9705882352941176	0.2807017543859649
7	base	-	-	-	-	-	-	yes	11	0.9778830963665087	0.8617886178861789	0.9670329670329672	-1	-1	0.9795158286778398	0.9705882352941176	0.2807017543859649
7	base	-	-	-	-	-	-	yes	12	0.9770750988142293	0.8617886178861789	0.9669291338582677	-1	-1	0.9795158286778398	0.9705882352941176	0.2807017543859649
7	base	-	-	-	-	-	-	yes	13	0.9778830963665087	0.8582995951417005	0.9670329670329672	-1	-1	0.9795158286778398	0.9705882352941176	0.2807017543859649
7	base	-	-	-	-	-	-	yes	14	0.9778830963665087	0.8617886178861789	0.9670329670329672	-1	-1	0.9795158286778398	0.9705882352941176	0.2807017543859649
7	base	-	-	-	-	-	-	yes	15	0.9450369155045119	0.8256880733944955	0.8904109589041096	-1	-1	0.9575289575289576	0.9384615384615383	0.5333333333333333
7	base	-	-	-	-	-	-	yes	16	0.9554043839758125	0.7414965986394558	0.9375951293759512	-1	-1	0.949640287769784	0.9390681003584229	0.23880597014925373
7	base	-	-	-	-	-	-	yes	17	0.9659000793021412	0.7704280155642023	0.9556962025316456	-1	-1	0.9592592592592594	0.9548872180451128	0.2758620689655173
7	base	-	-	-	-	-	-	yes	18	0.9694117647058824	0.7888446215139443	0.9587301587301587	-1	-1	0.966542750929368	0.9624060150375939	0.25
7	base	-	-	-	-	-	-	yes	19	0.9491017964071855	0.7123287671232876	0.9484848484848486	-1	-1	0.9263157894736842	0.9424460431654675	0.22535211267605632
8	base	yes	-	-	-	-	-	yes	-1	0.6763485477178423	0.8760330578512396	0.7603053435114504	-1	-1	0.7244094488188977	0.8540925266903915	0.23188405797101452
8	base	yes	-	-	-	-	-	yes	0	0.9197684036393713	0.8888888888888888	0.9078498293515358	-1	-1	0.9450980392156861	0.9565217391304348	0.5333333333333333
8	base	yes	-	-	-	-	-	yes	1	0.9276315789473685	0.8556701030927836	0.9173693086003373	-1	-1	0.9341085271317829	0.940711462450593	0.875
8	base	yes	-	-	-	-	-	yes	2	0.9638364779874213	0.8995633187772926	0.9547581903276131	-1	-1	0.9463955637707948	0.9446494464944649	0.326530612244898
8	base	yes	-	-	-	-	-	yes	3	0.9536	0.8965517241379309	0.9533011272141707	-1	-1	0.9586466165413534	0.9649805447470818	0.48484848484848486
8	base	yes	-	-	-	-	-	yes	4	0.9598741148701809	0.9292035398230089	0.9559748427672956	-1	-1	0.9643527204502814	0.9733840304182511	0.2456140350877193
8	base	yes	-	-	-	-	-	yes	5	0.9324546952224053	0.8936170212765958	0.9289256198347108	-1	-1	0.9518304431599228	0.9365079365079364	0.4444444444444445
8	base	yes	-	-	-	-	-	yes	6	0.9466248037676609	0.8379446640316205	0.9472	-1	-1	0.9497206703910613	0.9808429118773947	0.326530612244898
8	base	yes	-	-	-	-	-	yes	7	0.9640062597809077	0.7999999999999999	0.9537480063795853	-1	-1	0.9536178107606679	0.9694656488549619	0.33333333333333337
8	base	yes	-	-	-	-	-	yes	8	0.9064953604568166	0.7308970099667774	0.905982905982906	-1	-1	0.9034482758620689	0.89419795221843	0.19354838709677416
8	base	yes	-	-	-	-	-	yes	9	0.9514106583072099	0.757201646090535	0.9481946624803769	-1	-1	0.9268292682926829	0.9138576779026217	0.5
8	base	yes	-	-	-	-	-	yes	10	0.9445745511319282	0.7777777777777778	0.9503999999999999	-1	-1	0.9424860853432282	0.9729729729729729	0.3
8	base	yes	-	-	-	-	-	yes	11	0.9343185550082103	0.6851851851851852	0.9166666666666666	-1	-1	0.9407265774378585	0.9444444444444444	0.43478260869565216
8	base	yes	-	-	-	-	-	yes	12	0.8904109589041096	0.7326732673267325	0.8938356164383561	-1	-1	0.9168356997971603	0.9268292682926829	0.25
8	base	yes	-	-	-	-	-	yes	13	0.8699397071490096	0.7047619047619048	0.8541666666666667	-1	-1	0.9098039215686275	0.9034749034749034	0.34285714285714286
8	base	yes	-	-	-	-	-	yes	14	0.9261233815689262	0.7418181818181818	0.9278033794162827	-1	-1	0.907103825136612	0.9169675090252707	0.2909090909090909
8	base	yes	-	-	-	-	-	yes	15	0.9415532425940754	0.7551867219917012	0.9243156199677939	-1	-1	0.9297912713472486	0.9111969111969113	0.26666666666666666
8	base	yes	-	-	-	-	-	yes	16	0.8775862068965518	0.4313725490196078	0.8556149732620321	-1	-1	0.8857715430861723	0.9098360655737705	0.3
8	base	yes	-	-	-	-	-	yes	17	0.9060955518945635	0.5937499999999999	0.8937605396290051	-1	-1	0.87109375	0.8616600790513834	0.26666666666666666
8	base	yes	-	-	-	-	-	yes	18	0.9307228915662651	0.7471698113207548	0.9300911854103344	-1	-1	0.8892857142857142	0.9225092250922509	0.23880597014925373
8	base	yes	-	-	-	-	-	yes	19	0.9334389857369255	0.6926406926406927	0.935483870967742	-1	-1	0.9274809160305344	0.9374999999999999	0.24390243902439024
9	base	yes	-	-	yes	-	-	yes	-1	0.6764912280701754	0.8760330578512396	0.7477477477477478	-1	-1	0.7447154471544715	0.8480565371024735	0.23188405797101452
9	base	yes	-	-	yes	-	-	yes	0	0.9599358974358974	0.11965811965811964	0.9540983606557377	-1	-1	0.9514563106796117	0.9609375	0.7692307692307693
9	base	yes	-	-	yes	-	-	yes	1	0.8820960698689957	0.08695652173913045	0.909710391822828	-1	-1	0.84796573875803	0.8370044052863437	0.8571428571428571
9	base	yes	-	-	yes	-	-	yes	2	0.9411764705882353	0.40559440559440557	0.9546925566343042	-1	-1	0.9273084479371315	0.9397590361445783	0.8421052631578948
9	base	yes	-	-	yes	-	-	yes	3	0.8834782608695653	0.0	0.9063032367972743	-1	-1	0.8187919463087248	0.8214285714285715	0.7058823529411765
9	base	yes	-	-	yes	-	-	yes	4	0.9407948094079481	0.1176470588235294	0.939641109298532	-1	-1	0.8977955911823647	0.9008264462809917	0.7058823529411765
9	base	yes	-	-	yes	-	-	yes	5	0.9141414141414141	0.4028776978417266	0.9348914858096828	-1	-1	0.7388235294117648	0.7476635514018692	0.6666666666666666
9	base	yes	-	-	yes	-	-	yes	6	0.9488817891373802	0.41134751773049644	0.9551282051282051	-1	-1	0.8812877263581489	0.9061224489795919	0.761904761904762
9	base	yes	-	-	yes	-	-	yes	7	0.5571913929784825	0.052631578947368425	0.5947136563876653	-1	-1	0.23841059602649003	0.23841059602649003	0.0
9	base	yes	-	-	yes	-	-	yes	8	0.8410714285714287	0.2096774193548387	0.8596491228070176	-1	-1	0.7358490566037736	0.7592592592592593	0.0
9	base	yes	-	-	yes	-	-	yes	9	0.8099173553719007	0.035398230088495575	0.8541300527240774	-1	-1	0.7770114942528735	0.8318584070796461	0.0
9	base	yes	-	-	yes	-	-	yes	10	0.812720848056537	0.38356164383561636	0.8112874779541447	-1	-1	0.7313769751693002	0.780269058295964	0.0
9	base	yes	-	-	yes	-	-	yes	11	0.6720812182741117	0.15873015873015875	0.689516129032258	-1	-1	0.4929971988795518	0.5434782608695652	0.0
9	base	yes	-	-	yes	-	-	yes	12	0.7887323943661972	0.3684210526315789	0.8076923076923076	-1	-1	0.7004608294930876	0.7465437788018433	0.0
9	base	yes	-	-	yes	-	-	yes	13	0.7419056429232191	0.30769230769230765	0.7653429602888087	-1	-1	0.5858585858585859	0.6200000000000001	0.0
9	base	yes	-	-	yes	-	-	yes	14	0.6013071895424836	0.2121212121212121	0.6186440677966101	-1	-1	0.49307479224376727	0.5543478260869565	0.0
9	base	yes	-	-	yes	-	-	yes	15	0.4666666666666666	0.11290322580645161	0.5149425287356322	-1	-1	0.3708206686930091	0.3855421686746988	0.0
9	base	yes	-	-	yes	-	-	yes	16	0.6270833333333333	0.23703703703703705	0.6307053941908713	-1	-1	0.48333333333333334	0.49450549450549447	0.0
9	base	yes	-	-	yes	-	-	yes	17	0.5131729667812143	0.15748031496062992	0.5372460496613994	-1	-1	0.41860465116279066	0.5054945054945055	0.0
9	base	yes	-	-	yes	-	-	yes	18	0.5683060109289618	0.2518518518518518	0.5844155844155844	-1	-1	0.4602272727272727	0.5108695652173914	0.0
9	base	yes	-	-	yes	-	-	yes	19	0.6142557651991615	0.2898550724637682	0.6263048016701461	-1	-1	0.4959128065395096	0.5473684210526315	0.2
10	base	yes	-	-	-	-	yes	yes	-1	0.6593406593406593	0.8760330578512396	0.7757009345794393	-1	-1	0.7064220183486238	0.8664259927797834	0.23188405797101452
10	base	yes	-	-	-	-	yes	yes	0	0.9658914728682171	0.9369369369369368	0.965625	-1	-1	0.9576427255985268	0.962962962962963	0.326530612244898
